BH17,E,5
BH18,E,5
BH19,E,5
BH2,E,5
BH20,E,6
BH21,E,5
BH22,E,5
BH23,E,5
BH24,E,5
BH25,E,5
BH3,E,5
BH31,E,5
BH4,E,5
BH5,E,5
BH6,E,5
BH7,E,5
BH8,E,5
BH9,E,5
BL0,E,5
BL1,E,5
BL11,E,5
BL2,E,5
BL3,E,5
BL4,E,5
BL5,E,5
BL6,E,5
BL7,E,5
BL78,E,5
BL8,E,5
BL9,E,5
BN1,E,5
BN10,E,5
BN11,E,5
BN12,E,5
BN13,E,5
BN14,E,5
BN15,E,5
BN16,E,5
BN17,E,5
BN18,E,7
BN2,E,5
BN20,E,5
BN21,E,5
BN22,E,5
BN23,E,5
BN24,E,6
BN25,E,5
BN26,E,5
BN27,E,5
BN3,E,5
BN41,E,5
BN42,E,5
BN43,E,5
BN44,E,6
BN45,E,7
BN5,E,6
BN50,E,5
BN51,E,5
BN52,E,5
BN6,E,5
BN7,E,5
BN8,E,7
BN88,E,5
BN9,E,5
BN99,E,5
BR1,E,5
BR2,E,5
BR3,E,5
BR4,E,5
BR5,E,5
BR6,E,5
BR7,E,5
BR8,E,5
BS1,E,5
BS10,E,5
BS11,E,5
BS13,E,5
BS14,E,5
BS15,E,5
BS16,E,5
BS2,E,5
BS20,E,5
BS21,E,5
BS22,E,5
BS23,E,5
BS24,E,5
BS25,E,7
BS26,E,7
BS27,E,6
BS28,E,8
BS29,E,6
BS3,E,5
BS30,E,5
BS31,E,5
BS32,E,5
BS34,E,5
BS35,E,5
BS36,E,5
BS37,E,5
BS39,E,7
BS4,E,5
BS40,E,7
BS41,E,6
BS48,E,5
BS49,E,6
BS5,E,5
BS6,E,5
BS7,E,5
BS8,E,5
BS80,E,5
BS9,E,5
BS98,E,5
BS99,E,5
BT1,N,1
BT10,N,1
BT11,N,1
BT12,N,1
BT13,N,1
BT14,N,1
BT15,N,1
BT16,N,1
BT17,N,1
BT18,N,1
BT19,N,1
BT2,N,1
BT20,N,1
BT21,N,5
BT22,N,8
BT23,N,3
BT24,N,8
BT25,N,8
BT26,N,8
BT27,N,1
BT28,N,1
BT29,N,8
BT3,N,1
BT30,N,8
BT31,N,8
BT32,N,4
BT33,N,5
BT34,N,8
BT35,N,8
BT36,N,1
BT37,N,1
BT38,N,1
BT39,N,8
BT4,N,1
BT40,N,3
BT41,N,3
BT42,N,3
BT43,N,3
BT44,N,8
BT45,N,8
BT46,N,8
BT47,N,2
BT48,N,2
BT49,N,4
BT5,N,1
BT51,N,8
BT52,N,3
BT53,N,8
BT54,N,5
BT55,N,5
BT56,N,5
BT57,N,8
BT6,N,1
BT60,N,8
BT61,N,4
BT62,N,3
BT63,N,3
BT64,N,3
BT65,N,3
BT66,N,3
BT67,N,8
BT68,N,8
BT69,N,8
BT7,N,1
BT70,N,8
BT71,N,8
BT74,N,4
BT75,N,8
BT76,N,8
BT77,N,8
BT78,N,8
BT79,N,8
BT8,N,1
BT80,N,8
BT81,N,8
BT82,N,8
BT9,N,1
BT92,N,8
BT93,N,8
BT94,N,8
CA1,E,5
CA10,E,3
CA11,E,1
CA12,E,2
CA13,E,6
CA14,E,5
CA15,E,6
CA16,E,3
CA17,E,3
CA18,E,3
CA19,E,4
CA2,E,5
CA20,E,2
CA21,E,3
CA22,E,6
CA23,E,7
CA24,E,7
CA25,E,6
CA26,E,6
CA27,E,7
CA28,E,5
CA3,E,5
CA4,E,7
CA5,E,8
CA6,E,4
CA7,E,3
CA8,E,3
CA9,E,3
CA95,E,5
CA99,E,5
CB1,E,5
CB10,E,5
CB11,E,5
CB2,E,5
CB21,E,7
CB22,E,7
CB23,E,7
CB24,E,6
CB25,E,6
CB3,E,5
CB4,E,5
CB5,E,5
CB6,E,6
CB7,E,5
CB8,E,5
CB9,E,5
CF10,W,5
CF11,W,5
CF14,W,5
CF15,W,6
CF23,W,5
CF24,W,5
CF3,W,5
CF30,W,5
CF31,W,5
CF32,W,6
CF33,W,5
CF34,W,5
CF35,W,6
CF36,W,5
CF37,W,5
CF38,W,5
CF39,W,5
CF40,W,5
CF41,W,5
CF42,W,5
CF43,W,6
CF44,W,5
CF45,W,5
CF46,W,5
CF47,W,5
CF48,W,5
CF5,W,5
CF61,W,5
CF62,W,5
CF63,W,5
CF64,W,5
CF71,W,7
CF72,W,5
CF81,W,5
CF82,W,5
CF83,W,5
CF91,W,5
CF95,W,5
CH1,E,5
CH2,E,5
CH25,E,5
CH26,E,5
CH27,E,5
CH28,E,5
CH29,E,5
CH3,E,5
CH30,E,5
CH31,E,5
CH32,E,5
CH33,E,5
CH34,E,5
CH4,E,5
CH41,E,5
CH42,E,5
CH43,E,5
CH44,E,5
CH45,E,5
CH46,E,5
CH47,E,5
CH48,E,5
CH49,E,5
CH5,W,5
CH6,W,5
CH60,E,5
CH61,E,5
CH62,E,5
CH63,E,5
CH64,E,5
CH65,E,5
CH66,E,5
CH7,W,5
CH70,E,5
CH8,W,5
CH88,E,5
CH99,E,5
CM0,E,6
CM1,E,5
CM11,E,5
CM12,E,5
CM13,E,5
CM14,E,5
CM15,E,5
CM16,E,6
CM17,E,5
CM18,E,5
CM19,E,5
CM2,E,5
CM20,E,5
CM21,E,5
CM22,E,7
CM23,E,5
CM24,E,6
CM3,E,7
CM4,E,6
CM5,E,6
CM6,E,7
CM7,E,5
CM77,E,5
CM8,E,5
CM9,E,5
CM92,E,5
CM98,E,5
CM99,E,5
CO1,E,5
CO10,E,5
CO11,E,6
CO12,E,5
CO13,E,5
CO14,E,5
CO15,E,5
CO16,E,5
CO2,E,5
CO3,E,5
CO4,E,5
CO5,E,6
CO6,E,7
CO7,E,6
CO8,E,8
CO9,E,5
CR0,E,5
CR2,E,5
CR3,E,5
CR4,E,5
CR44,E,5
CR5,E,5
CR6,E,5
CR7,E,5
CR8,E,5
CR9,E,5
CR90,E,5
CT1,E,5
CT10,E,5
CT11,E,5
CT12,E,5
CT13,E,6
CT14,E,5
CT15,E,7
CT16,E,5
CT17,E,5
CT18,E,6
CT19,E,5
CT2,E,5
CT20,E,5
CT21,E,5
CT3,E,7
CT4,E,7
CT5,E,5
CT50,E,5
CT6,E,5
CT7,E,5
CT8,E,5
CT9,E,5
CV1,E,5
CV10,E,5
CV11,E,5
CV12,E,5
CV13,E,6
CV2,E,5
CV21,E,5
CV22,E,5
CV23,E,7
CV3,E,5
CV31,E,5
CV32,E,5
CV33,E,6
CV34,E,5
CV35,E,7
CV36,E,7
CV37,E,5
CV4,E,5
CV47,E,6
CV5,E,5
CV6,E,5
CV7,E,6
CV8,E,5
CV9,E,5
CW1,E,5
CW10,E,5
CW11,E,5
CW12,E,5
CW2,E,5
CW3,E,6
CW4,E,6
CW5,E,5
CW6,E,7
CW7,E,5
CW8,E,5
CW9,E,5
CW98,E,5
DA1,E,5
DA10,E,5
DA11,E,5
DA12,E,5
DA13,E,6
DA14,E,5
DA15,E,5
DA16,E,5
DA17,E,5
DA18,E,5
DA2,E,5
DA3,E,5
DA4,E,8
DA5,E,5
DA6,E,5
DA7,E,5
DA8,E,5
DA9,E,5
DD1,S,1
DD10,S,2
DD11,S,2
DD2,S,1
DD3,S,1
DD4,S,1
DD5,S,1
DD6,S,3
DD7,S,2
DD8,S,6
DD9,S,3
DE1,E,5
DE11,E,5
DE12,E,5
DE13,E,5
DE14,E,5
DE15,E,5
DE21,E,5
DE22,E,5
DE23,E,5
DE24,E,5
DE3,E,5
DE4,E,5
DE45,E,6
DE5,E,5
DE55,E,5
DE56,E,5
DE6,E,7
DE65,E,6
DE7,E,5
DE72,E,5
DE73,E,5
DE74,E,6
DE75,E,5
DE99,E,5
DG1,S,2
DG10,S,7
DG11,S,6
DG12,S,3
DG13,S,7
DG14,S,6
DG16,S,6
DG2,S,2
DG3,S,7
DG4,S,7
DG5,S,3
DG6,S,4
DG7,S,7
DG8,S,7
DG9,S,2
DH1,E,5
DH2,E,5
DH3,E,5
DH4,E,5
DH5,E,5
DH6,E,6
DH7,E,6
DH8,E,5
DH9,E,5
DH98,E,5
DH99,E,5
DL1,E,5
DL10,E,6
DL11,E,7
DL12,E,6
DL13,E,6
DL14,E,5
DL15,E,6
DL16,E,5
DL17,E,5
DL2,E,7
DL3,E,5
DL4,E,5
DL5,E,5
DL6,E,5
DL7,E,7
DL8,E,3
DL9,E,6
DN1,E,5
DN10,E,7
DN11,E,6
DN12,E,5
DN14,E,5
DN15,E,5
DN16,E,5
DN17,E,5
DN18,E,6
DN19,E,6
DN2,E,5
DN20,E,6
DN21,E,5
DN22,E,5
DN3,E,5
DN31,E,5
DN32,E,5
DN33,E,5
DN34,E,5
DN35,E,5
DN36,E,5
DN37,E,5
DN38,E,6
DN39,E,7
DN4,E,5
DN40,E,5
DN41,E,6
DN5,E,5
DN55,E,5
DN6,E,6
DN7,E,5
DN8,E,5
DN9,E,6
DT1,E,5
DT10,E,6
DT11,E,7
DT2,E,7
DT3,E,5
DT4,E,5
DT5,E,6
DT6,E,5
DT7,E,2
DT8,E,7
DT9,E,6
DY1,E,5
DY10,E,5
DY11,E,5
DY12,E,8
DY13,E,5
DY14,E,8
DY2,E,5
DY3,E,5
DY4,E,5
DY5,E,5
DY6,E,5
DY7,E,8
DY8,E,5
DY9,E,5
E1,E,5
E10,E,5
E11,E,5
E12,E,5
E13,E,5
E14,E,5
E15,E,5
E16,E,5
E17,E,5
E18,E,5
E1W,E,5
E2,E,5
E20,E,5
E3,E,5
E4,E,5
E5,E,5
E6,E,5
E7,E,5
E77,E,5
E8,E,5
E9,E,5
E98,E,5
EC1A,E,5
EC1M,E,5
EC1N,E,5
EC1P,E,5
EC1R,E,5
EC1V,E,5
EC1Y,E,5
EC2A,E,5
EC2M,E,5
EC2N,E,5
EC2P,E,5
EC2R,E,5
EC2V,E,5
EC2Y,E,5
EC3A,E,5
EC3M,E,5
EC3N,E,5
EC3P,E,5
EC3R,E,5
EC3V,E,5
EC4A,E,5
EC4M,E,5
EC4N,E,5
EC4P,E,5
EC4R,E,5
EC4V,E,5
EC4Y,E,5
EC50,E,5
EH1,S,1
EH10,S,1
EH11,S,1
EH12,S,1
EH13,S,1
EH14,S,1
EH15,S,1
EH16,S,1
EH17,S,1
EH18,S,2
EH19,S,2
EH2,S,1
EH20,S,3
EH21,S,1
EH22,S,2
EH23,S,3
EH24,S,6
EH25,S,6
EH26,S,2
EH27,S,6
EH28,S,6
EH29,S,3
EH3,S,1
EH30,S,3
EH31,S,7
EH32,S,3
EH33,S,3
EH34,S,6
EH35,S,6
EH36,S,6
EH37,S,6
EH38,S,6
EH39,S,4
EH4,S,1
EH40,S,7
EH41,S,3
EH42,S,4
EH43,S,6
EH44,S,6
EH45,S,3
EH46,S,6
EH47,S,3
EH48,S,2
EH49,S,2
EH5,S,1
EH51,S,2
EH52,S,2
EH53,S,2
EH54,S,2
EH55,S,3
EH6,S,1
EH7,S,1
EH8,S,1
EH9,S,1
EH91,S,1
EH95,S,1
EH99,S,1
EN1,E,5
EN10,E,5
EN11,E,5
EN2,E,5
EN3,E,5
EN4,E,5
EN5,E,5
EN6,E,5
EN7,E,5
EN8,E,5
EN9,E,5
EX1,E,5
EX10,E,5
EX11,E,6
EX12,E,2
EX13,E,6
EX14,E,5
EX15,E,6
EX16,E,5
EX17,E,6
EX18,E,3
EX19,E,3
EX2,E,5
EX20,E,4
EX21,E,4
EX22,E,4
EX23,E,4
EX24,E,8
EX3,E,6
EX31,E,5
EX32,E,5
EX33,E,6
EX34,E,1
EX35,E,2
EX36,E,4
EX37,E,4
EX38,E,2
EX39,E,5
EX4,E,5
EX5,E,7
EX6,E,8
EX7,E,5
EX8,E,5
EX9,E,6
FK1,S,2
FK10,S,2
FK11,S,6
FK12,S,3
FK13,S,3
FK14,S,6
FK15,S,3
FK16,S,6
FK17,S,6
FK18,S,7
FK19,S,7
FK2,S,2
FK20,S,7
FK21,S,8
FK3,S,2
FK4,S,2
FK5,S,2
FK6,S,2
FK7,S,2
FK8,S,2
FK9,S,2
FY1,E,5
FY2,E,5
FY3,E,5
FY4,E,5
FY5,E,5
FY6,E,5
FY7,E,5
FY8,E,5
G1,S,1
G11,S,1
G12,S,1
G13,S,1
G14,S,1
G15,S,1
G2,S,1
G20,S,1
G21,S,1
G22,S,1
G23,S,1
G3,S,1
G31,S,1
G32,S,1
G33,S,1
G34,S,1
G4,S,1
G40,S,1
G41,S,1
G42,S,1
G43,S,1
G44,S,1
G45,S,1
G46,S,1
G5,S,1
G51,S,1
G52,S,1
G53,S,1
G58,S,1
G60,S,1
G61,S,1
G62,S,1
G63,S,6
G64,S,1
G65,S,3
G66,S,2
G67,S,2
G68,S,2
G69,S,1
G70,S,2
G71,S,1
G72,S,1
G73,S,1
G74,S,2
G75,S,2
G76,S,1
G77,S,1
G78,S,1
G79,S,2
G81,S,1
G82,S,2
G83,S,2
G84,S,2
G9,S,1
G90,S,1
GL1,E,5
GL10,E,5
GL11,E,5
GL12,E,6
GL13,E,7
GL14,E,5
GL15,E,6
GL16,E,5
GL17,E,7
GL18,E,6
GL19,E,8
GL2,E,5
GL20,E,5
GL3,E,5
GL4,E,5
GL5,E,5
GL50,E,5
GL51,E,5
GL52,E,5
GL53,E,5
GL54,E,7
GL55,E,6
GL56,E,7
GL6,E,5
GL7,E,7
GL8,E,6
GL9,E,7
GU1,E,5
GU10,E,5
GU11,E,5
GU12,E,5
GU14,E,5
GU15,E,5
GU16,E,5
GU17,E,5
GU18,E,6
GU19,E,6
GU2,E,5
GU20,E,5
GU21,E,5
GU22,E,5
GU23,E,7
GU24,E,5
GU25,E,5
GU26,E,6
GU27,E,5
GU28,E,8
GU29,E,6
GU3,E,7
GU30,E,6
GU31,E,5
GU32,E,5
GU33,E,8
GU34,E,5
GU35,E,5
GU4,E,5
GU46,E,5
GU47,E,5
GU5,E,7
GU51,E,5
GU52,E,5
GU6,E,6
GU7,E,5
GU8,E,6
GU9,E,5
GU95,E,5
HA0,E,5
HA1,E,5
HA2,E,5
HA3,E,5
HA4,E,5
HA5,E,5
HA6,E,5
HA7,E,5
HA8,E,5
HA9,E,5
HD1,E,5
HD2,E,5
HD3,E,5
HD4,E,5
HD5,E,5
HD6,E,5
HD7,E,5
HD8,E,6
HD9,E,5
HG1,E,5
HG2,E,5
HG3,E,7
HG4,E,5
HG5,E,5
HP1,E,5
HP10,E,5
HP11,E,5
HP12,E,5
HP13,E,5
HP14,E,6
HP15,E,5
HP16,E,6
HP17,E,6
HP18,E,7
HP19,E,5
HP2,E,5
HP20,E,5
HP21,E,5
HP22,E,6
HP23,E,5
HP27,E,6
HP3,E,5
HP4,E,5
HP5,E,5
HP6,E,5
HP7,E,5
HP8,E,6
HP9,E,5
HR1,E,5
HR2,E,5
HR3,W,4
HR4,E,5
HR5,E,4
HR6,E,1
HR7,E,6
HR8,E,6
HR9,E,5
HS1,S,5
HS2,S,8
HS3,S,8
HS4,S,8
HS5,S,8
HS6,S,8
HS7,S,8
HS8,S,8
HS9,S,8
HU1,E,5
HU10,E,5
HU11,E,7
HU12,E,6
HU13,E,5
HU14,E,6
HU15,E,6
HU16,E,5
HU17,E,5
HU18,E,6
HU19,E,6
HU2,E,5
HU20,E,7
HU3,E,5
HU4,E,5
HU5,E,5
HU6,E,5
HU7,E,5
HU8,E,5
HU9,E,5
HX1,E,5
HX2,E,5
HX3,E,5
HX4,E,5
HX5,E,5
HX6,E,5
HX7,E,6
IG1,E,5
IG10,E,5
IG11,E,5
IG2,E,5
IG3,E,5
IG4,E,5
IG5,E,5
IG6,E,5
IG7,E,5
IG8,E,5
IG9,E,5
IP1,E,5
IP10,E,7
IP11,E,5
IP12,E,7
IP13,E,7
IP14,E,7
IP15,E,2
IP16,E,2
IP17,E,7
IP18,E,6
IP19,E,7
IP2,E,5
IP20,E,6
IP21,E,7
IP22,E,7
IP23,E,7
IP24,E,5
IP25,E,7
IP26,E,7
IP27,E,6
IP28,E,5
IP29,E,7
IP3,E,5
IP30,E,7
IP31,E,7
IP32,E,5
IP33,E,5
IP4,E,5
IP5,E,5
IP6,E,8
IP7,E,7
IP8,E,7
IP9,E,7
IP98,E,6
IV1,S,2
IV10,S,6
IV11,S,7
IV12,S,4
IV13,S,6
IV14,S,7
IV15,S,4
IV16,S,7
IV17,S,4
IV18,S,4
IV19,S,5
IV2,S,2
IV20,S,8
IV21,S,8
IV22,S,8
IV23,S,8
IV24,S,8
IV25,S,8
IV26,S,8
IV27,S,8
IV28,S,8
IV3,S,2
IV30,S,2
IV31,S,3
IV32,S,6
IV36,S,3
IV4,S,6
IV40,S,8
IV41,S,8
IV42,S,8
IV43,S,8
IV44,S,8
IV45,S,8
IV46,S,8
IV47,S,8
IV49,S,8
IV5,S,6
IV51,S,8
IV52,S,8
IV53,S,8
IV54,S,8
IV55,S,8
IV56,S,8
IV6,S,6
IV63,S,6
IV7,S,6
IV8,S,6
IV9,S,6
IV99,S,2
KA1,S,2
KA10,S,2
KA11,S,2
KA12,S,2
KA13,S,2
KA14,S,3
KA15,S,3
KA16,S,3
KA17,S,3
KA18,S,3
KA19,S,6
KA2,S,6
KA20,S,2
KA21,S,2
KA22,S,2
KA23,S,3
KA24,S,3
KA25,S,3
KA26,S,7
KA27,S,8
KA28,S,7
KA29,S,6
KA3,S,2
KA30,S,2
KA4,S,3
KA5,S,6
KA6,S,6
KA7,S,2
KA8,S,2
KA9,S,2
KT1,E,5
KT10,E,5
KT11,E,5
KT12,E,5
KT13,E,5
KT14,E,5
KT15,E,5
KT16,E,5
KT17,E,5
KT18,E,5
KT19,E,5
KT2,E,5
KT20,E,5
KT21,E,5
KT22,E,5
KT23,E,5
KT24,E,7
KT3,E,5
KT4,E,5
KT5,E,5
KT6,E,5
KT7,E,5
KT8,E,5
KT9,E,5
KW1,S,5
KW10,S,8
KW11,S,8
KW12,S,8
KW13,S,8
KW14,S,5
KW15,S,5
KW16,S,8
KW17,S,8
KW2,S,8
KW3,S,8
KW5,S,8
KW6,S,8
KW7,S,8
KW8,S,8
KW9,S,8
KY1,S,2
KY10,S,6
KY11,S,2
KY12,S,2
KY13,S,6
KY14,S,6
KY15,S,6
KY16,S,2
KY2,S,2
KY3,S,6
KY4,S,2
KY5,S,3
KY6,S,2
KY7,S,2
KY8,S,2
KY9,S,6
KY99,S,2
L1,E,5
L10,E,5
L11,E,5
L12,E,5
L13,E,5
L14,E,5
L15,E,5
L16,E,5
L17,E,5
L18,E,5
L19,E,5
L2,E,5
L20,E,5
L21,E,5
L22,E,5
L23,E,5
L24,E,5
L25,E,5
L26,E,5
L27,E,5
L28,E,5
L29,E,7
L3,E,5
L30,E,5
L31,E,5
L32,E,5
L33,E,5
L34,E,5
L35,E,5
L36,E,5
L37,E,5
L38,E,6
L39,E,5
L4,E,5
L40,E,7
L5,E,5
L6,E,5
L67,E,5
L69,E,5
L7,E,5
L70,E,5
L71,E,5
L72,E,5
L74,E,5
L75,E,5
L8,E,5
L9,E,5
LA1,E,5
LA10,E,4
LA11,E,7
LA12,E,5
LA13,E,5
LA14,E,5
LA15,E,6
LA16,E,6
LA17,E,7
LA18,E,6
LA19,E,4
LA2,E,6
LA20,E,4
LA21,E,3
LA22,E,3
LA23,E,2
LA3,E,5
LA4,E,5
LA5,E,6
LA6,E,2
LA7,E,7
LA8,E,8
LA9,E,5
LD1,W,2
LD2,W,4
LD3,W,2
LD4,W,4
LD5,W,4
LD6,W,2
LD7,W,4
LD8,W,4
LE1,E,5
LE10,E,5
LE11,E,5
LE12,E,6
LE13,E,5
LE14,E,7
LE15,E,7
LE16,E,5
LE17,E,7
LE18,E,5
LE19,E,5
LE2,E,5
LE21,E,5
LE3,E,5
LE4,E,5
LE41,E,5
LE5,E,5
LE55,E,5
LE6,E,5
LE65,E,5
LE67,E,5
LE7,E,5
LE8,E,6
LE87,E,5
LE9,E,5
LE94,E,5
LE95,E,5
LL11,W,5
LL12,W,6
LL13,W,5
LL14,W,5
LL15,W,6
LL16,W,6
LL17,W,6
LL18,W,5
LL19,W,5
LL20,W,6
LL21,W,3
LL22,W,5
LL23,W,4
LL24,W,3
LL25,W,3
LL26,W,2
LL27,W,3
LL28,W,5
LL29,W,5
LL30,W,5
LL31,W,6
LL32,W,6
LL33,W,6
LL34,W,6
LL35,W,2
LL36,W,2
LL37,W,3
LL38,W,3
LL39,W,4
LL40,W,2
LL41,W,3
LL42,W,2
LL43,W,3
LL44,W,3
LL45,W,4
LL46,W,3
LL47,W,3
LL48,W,2
LL49,W,2
LL51,W,4
LL52,W,2
LL53,W,3
LL54,W,3
LL55,W,6
LL56,W,6
LL57,W,5
LL58,W,6
LL59,W,6
LL60,W,7
LL61,W,7
LL62,W,3
LL63,W,3
LL64,W,2
LL65,W,1
LL66,W,4
LL67,W,2
LL68,W,4
LL69,W,3
LL70,W,4
LL71,W,4
LL72,W,3
LL73,W,3
LL74,W,2
LL75,W,7
LL76,W,4
LL77,W,2
LL78,W,3
LN1,E,5
LN10,E,7
LN11,E,1
LN12,E,1
LN13,E,3
LN2,E,5
LN3,E,7
LN4,E,6
LN5,E,5
LN6,E,5
LN7,E,7
LN8,E,7
LN9,E,6
LS1,E,5
LS10,E,5
LS11,E,5
LS12,E,5
LS13,E,5
LS14,E,5
LS15,E,5
LS16,E,5
LS17,E,5
LS18,E,5
LS19,E,5
LS2,E,5
LS20,E,5
LS21,E,5
LS22,E,5
LS23,E,6
LS24,E,7
LS25,E,5
LS26,E,5
LS27,E,5
LS28,E,5
LS29,E,5
LS3,E,5
LS4,E,5
LS5,E,5
LS6,E,5
LS7,E,5
LS8,E,5
LS88,E,5
LS9,E,5
LS98,E,5
LS99,E,5
LU1,E,5
LU2,E,5
LU3,E,5
LU4,E,5
LU5,E,5
LU6,E,5
LU7,E,5
M1,E,5
M11,E,5
M12,E,5
M13,E,5
M14,E,5
M15,E,5
M16,E,5
M17,E,5
M18,E,5
M19,E,5
M2,E,5
M20,E,5
M21,E,5
M22,E,5
M23,E,5
M24,E,5
M25,E,5
M26,E,5
M27,E,5
M28,E,5
M29,E,5
M3,E,5
M30,E,5
M31,E,5
M32,E,5
M33,E,5
M34,E,5
M35,E,5
M38,E,5
M4,E,5
M40,E,5
M41,E,5
M43,E,5
M44,E,5
M45,E,5
M46,E,5
M5,E,5
M50,E,5
M6,E,5
M60,E,5
M61,E,5
M7,E,5
M8,E,5
M9,E,5
M90,E,8
M99,E,5
ME1,E,5
ME10,E,5
ME11,E,5
ME12,E,5
ME13,E,5
ME14,E,5
ME15,E,5
ME16,E,5
ME17,E,7
ME18,E,6
ME19,E,7
ME2,E,5
ME20,E,5
ME3,E,6
ME4,E,5
ME5,E,5
ME6,E,6
ME7,E,5
ME8,E,5
ME9,E,8
ME99,E,5
MK1,E,5
MK10,E,5
MK11,E,5
MK12,E,5
MK13,E,5
MK14,E,5
MK15,E,5
MK16,E,5
MK17,E,7
MK18,E,5
MK19,E,6
MK2,E,5
MK3,E,5
MK4,E,5
MK40,E,5
MK41,E,5
MK42,E,5
MK43,E,7
MK44,E,7
MK45,E,5
MK46,E,6
MK5,E,5
MK6,E,5
MK7,E,5
MK77,E,5
MK8,E,5
MK9,E,5
ML1,S,1
ML10,S,3
ML11,S,6
ML12,S,7
ML2,S,1
ML3,S,2
ML4,S,1
ML5,S,1
ML6,S,1
ML7,S,3
ML8,S,2
ML9,S,2
N1,E,5
N10,E,5
N11,E,5
N12,E,5
N13,E,5
N14,E,5
N15,E,5
N16,E,5
N17,E,5
N18,E,5
N19,E,5
N1C,E,5
N1P,E,5
N2,E,5
N20,E,5
N21,E,5
N22,E,5
N3,E,5
N4,E,5
N5,E,5
N6,E,5
N7,E,5
N8,E,5
N81,E,5
N9,E,5
NE1,E,5
NE10,E,5
NE11,E,5
NE12,E,5
NE13,E,6
NE15,E,5
NE16,E,5
NE17,E,6
NE18,E,8
NE19,E,3
NE2,E,5
NE20,E,6
NE21,E,5
NE22,E,5
NE23,E,5
NE24,E,5
NE25,E,5
NE26,E,5
NE27,E,5
NE28,E,5
NE29,E,5
NE3,E,5
NE30,E,5
NE31,E,5
NE32,E,5
NE33,E,5
NE34,E,5
NE35,E,5
NE36,E,5
NE37,E,5
NE38,E,5
NE39,E,6
NE4,E,5
NE40,E,5
NE41,E,6
NE42,E,5
NE43,E,8
NE44,E,7
NE45,E,6
NE46,E,5
NE47,E,4
NE48,E,4
NE49,E,2
NE5,E,5
NE6,E,5
NE61,E,5
NE62,E,6
NE63,E,5
NE64,E,6
NE65,E,2
NE66,E,2
NE67,E,4
NE68,E,2
NE69,E,3
NE7,E,5
NE70,E,4
NE71,E,2
NE8,E,5
NE82,E,5
NE83,E,5
NE85,E,5
NE88,E,5
NE9,E,5
NE92,E,5
NE98,E,5
NE99,E,5
NG1,E,5
NG10,E,5
NG11,E,5
NG12,E,6
NG13,E,6
NG14,E,6
NG15,E,5
NG16,E,5
NG17,E,5
NG18,E,5
NG19,E,5
NG2,E,5
NG20,E,5
